fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage
2021-11-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,8,72.0,576.0,66.48,65.59,75.18
2021-11-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,14,123.5,5143.851499999984,118.4,102.5875,115.6875
2021-11-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,6,19.0,114.0,18.44,15.45,17.75
2021-11-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,7,33.25,232.75,29.58,29.38,33.32
2021-11-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,7,47.5,332.5,42.32,41.54,46.58
2021-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,49,101.2,5143.851499999984,85.33749999999999,108.5,98.05
2021-11-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,47,118.8,5143.851499999984,113.5625,112.875,121.7375
2021-11-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,14,74.8,1047.2,87.28,74.5,86.09
2021-11-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,13,66.0,858.0,76.21,65.68,70.95
2021-11-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,12,30.8,369.6,32.34,31.02,34.39
2021-11-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,12,57.2,686.4,62.17,61.69,64.82
2021-11-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,11,61.6,677.6,64.86,61.89,70.6
2021-11-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,9,57.2,514.8,68.29,60.86,65.58
2021-11-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,9,368.0,5143.851499999984,367.6375000000001,353.4875,356.6125
2021-11-27,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,8,161.0,1288.0,179.60000000000002,152.125,167.04999999999998
2021-11-27,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,15,41.4,621.0,47.6,42.49,43.27
2021-11-27,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,17,50.6,860.2,56.99,50.91,55.3
2021-11-27,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,16,23.0,368.0,24.96,23.01,25.1
2021-11-27,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,14,36.8,515.2,43.24,36.61,40.49
2021-11-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,14,138.0,5143.851499999984,138.4875,151.45,131.86249999999998
2021-11-27,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,16,763.6,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2021-11-27,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,9,87.4,786.6,94.89,87.75,97.34
2021-11-27,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,8,64.4,515.2,66.71,61.08,74.27
2021-11-27,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,10,101.2,1012.0,119.84,100.15,113.9
2021-11-27,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,9,73.6,662.4,81.02,71.33,82.08
2021-11-27,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,20,124.8,5143.851499999984,132.5625,110.4,121.7125
2021-11-27,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,8,19.2,153.6,20.04,17.74,20.74
2021-11-27,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,6,33.6,201.6,35.08,33.04,33.76
2021-11-27,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,7,48.0,336.0,51.17,45.51,50.94
2021-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,101.2,5143.851499999984,83.65,112.375,96.975
2021-11-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,50,118.8,5143.851499999984,115.3375,108.3375,121.625
2021-11-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,14,74.8,1047.2,90.7,73.82,83.76
2021-11-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,9,66.0,594.0,76.53,70.89,73.46
2021-11-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,9,30.8,277.2,33.81,32.38,34.69
2021-11-28,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,10,57.2,572.0,58.79,57.76,64.52
2021-11-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,8,61.6,492.8,74.6,65.61,67.36
2021-11-28,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,9,57.2,514.8,66.66,62.08,61.93
2021-11-28,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,6,368.0,5143.851499999984,369.1625,327.01250000000005,368.625
2021-11-28,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,5,161.0,805.0,183.175,151.325,165.125
2021-11-28,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,13,41.4,538.2,44.18,41.52,46.05
2021-11-28,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,13,50.6,657.8,50.31,50.33,56.31
2021-11-28,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,12,23.0,276.0,24.73,23.77,26.52
2021-11-28,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,14,36.8,515.2,37.76,38.26,40.18
2021-11-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,11,138.0,5143.851499999984,144.3,143.8625,137.3125
2021-11-28,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,11,763.6,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2021-11-28,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,9,87.4,786.6,97.9,89.81,99.81
2021-11-28,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,8,64.4,515.2,68.63,65.34,68.37
2021-11-28,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,9,101.2,910.8,117.77,95.52,111.6
2021-11-28,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,8,73.6,588.8,76.68,74.16,79.26
2021-11-28,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,17,124.8,5143.851499999984,134.2625,113.875,122.525
2021-11-28,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,7,19.2,134.4,19.99,18.09,19.6
2021-11-28,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,5,33.6,168.0,34.93,33.43,35.01
2021-11-28,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,5,48.0,240.0,49.25,44.11,50.41
2021-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,97.75,5143.851499999984,79.9625,105.025,94.1625
2021-11-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,31,114.75,5143.851499999984,113.225,104.7625,110.6125
2021-11-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,15,72.25,1083.75,88.44,77.7,86.0
2021-11-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,12,63.75,765.0,72.36,66.68,77.1
2021-11-29,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,8,29.75,238.0,32.45,32.2,36.41
2021-11-29,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,7,55.25,386.75,65.19,59.52,62.73
2021-11-29,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,9,59.5,535.5,69.17,61.74,71.21
2021-11-29,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,9,55.25,497.25,67.47,60.64,66.25
2021-11-29,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,6,360.0,5143.851499999984,364.9125,323.6,346.42499999999995
2021-11-29,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,6,157.5,945.0,168.21249999999998,141.125,155.7
2021-11-29,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,13,40.5,526.5,43.9,41.19,47.89
2021-11-29,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,14,49.5,693.0,56.96,49.96,52.64
2021-11-29,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,12,22.5,270.0,25.07,22.79,26.51
2021-11-29,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,9,36.0,324.0,39.03,37.08,39.08
2021-11-29,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,11,135.0,5143.851499999984,133.35000000000002,134.8625,126.9125
2021-11-29,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,7,747.0,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2021-11-29,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,9,85.5,769.5,93.57,89.18,96.42
2021-11-29,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,11,63.0,693.0,72.8,63.46,73.09
2021-11-29,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,8,99.0,792.0,109.08,101.85,115.24
2021-11-29,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,7,72.0,504.0,86.59,72.98,83.69
2021-11-29,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,15,123.5,5143.851499999984,123.7,104.75,117.275
2021-11-29,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,6,19.0,114.0,19.92,18.71,20.26
2021-11-29,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,6,33.25,199.5,36.08,33.67,36.25
2021-11-29,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,5,47.5,237.5,51.41,47.4,50.02
2021-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,35,105.8,5143.851499999984,92.4125,119.7875,105.7125
2021-11-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,23,124.2,5143.851499999984,121.1125,118.7625,132.325
2021-11-30,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,7,78.2,547.4,87.89,79.23,86.83
2021-11-30,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,5,69.0,345.0,70.73,68.66,78.58
2021-11-30,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,6,32.2,193.2,36.02,34.02,33.0
2021-11-30,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,5,59.8,299.0,68.44,59.47,62.85
2021-11-30,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,5,64.4,322.0,74.57,64.82,69.42
2021-11-30,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,5,59.8,299.0,66.87,60.39,61.43
2021-11-30,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,4,380.0,5143.851499999984,403.3126249999999,364.25499999999994,384.45
2021-11-30,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,5,166.25,831.25,191.5625,159.4875,172.475
2021-11-30,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,7,42.75,299.25,45.98,42.2,43.03
2021-11-30,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,8,52.25,418.0,58.61,49.86,54.79
2021-11-30,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,7,23.75,166.25,24.51,22.7,25.04
2021-11-30,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,6,38.0,228.0,39.48,36.08,38.19
2021-11-30,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,7,142.5,997.5,147.79999999999998,157.8625,145.025
2021-11-30,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,6,788.5,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2021-11-30,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,7,90.25,631.75,89.78,87.93,91.81
2021-11-30,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,5,66.5,332.5,73.99,63.08,72.8
2021-11-30,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,4,104.5,418.0,104.35,100.85,107.75
2021-11-30,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,4,76.0,304.0,73.72,71.2,78.99
2021-11-30,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,13,126.1,5143.851499999984,140.075,119.6,128.3875
2021-11-30,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,4,19.4,77.6,20.41,17.52,19.67
2021-11-30,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,3,33.95,101.85,33.39,32.67,35.73
2021-11-30,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,48.5,97.0,47.1,46.6,48.27
2022-10-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,115.18,1151.8,84.39,112.21,100.23
2022-10-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,131.09,5143.851499999984,117.58,115.01,119.75
2022-10-25,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,85.19,255.57,81.33,78.46,79.3
2022-10-25,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,74.58,149.16,72.96,71.03,74.34
2022-10-25,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.62,69.24,31.83,32.68,34.36
2022-10-25,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.44,128.88,67.44,60.64,62.94
2022-10-25,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.5,143.0,73.68,65.22,70.13
2022-10-25,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.94,133.88,71.49,59.16,68.15
2022-10-25,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,392.16,784.32,381.48,340.92,354.38
2022-10-25,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,177.81,355.62,177.81,148.22,168.48
2022-10-25,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.99,134.97,42.62,41.02,45.19
2022-10-25,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,2,54.83,109.66,50.99,52.5,55.16
2022-10-25,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,25.63,51.26,25.27,23.2,25.6
2022-10-25,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.78,79.56,43.04,36.97,39.33
2022-10-25,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,149.25,447.75,139.21,144.09,137.86
2022-10-25,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,836.76,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-10-25,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.22,192.44,92.37,88.42,92.38
2022-10-25,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.9,137.8,67.45,65.05,70.78
2022-10-25,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.47,224.94,115.14,97.69,111.27
2022-10-25,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.38,164.76,77.36,74.85,78.64
2022-10-25,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.36,529.44,130.55,115.19,125.16
2022-10-25,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.1,20.1,18.61,18.83,20.26
2022-10-25,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.64,34.64,36.97,31.93,36.6
2022-10-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.66,50.66,46.3,45.87,49.63
2022-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,118.43,1302.73,84.88,113.43,101.78
2022-10-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,135.42,1083.36,116.37,113.96,122.74
2022-10-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.05,252.15,85.23,79.62,84.3
2022-10-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,75.2,150.4,76.28,68.45,76.39
2022-10-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.41,68.82,37.89,32.44,34.39
2022-10-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.84,133.68,64.92,59.76,62.64
2022-10-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,67.92,135.84,67.48,64.59,68.0
2022-10-26,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.81,133.62,63.1,63.01,65.31
2022-10-26,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,397.49,794.98,383.24,338.01,362.01
2022-10-26,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,172.76,345.52,180.91,150.97,166.38
2022-10-26,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,43.89,131.67,42.12,42.71,44.21
2022-10-26,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,56.33,168.99,53.08,50.57,53.48
2022-10-26,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.28,75.84,25.02,22.39,23.99
2022-10-26,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.33,120.99,43.56,37.86,39.28
2022-10-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,150.69,602.76,137.65,150.22,134.73
2022-10-26,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,837.2,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-10-26,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.72,193.44,94.68,88.73,92.46
2022-10-26,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.63,141.26,68.51,64.15,67.41
2022-10-26,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,108.02,216.04,113.41,101.4,105.35
2022-10-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.39,164.78,76.8,73.93,78.56
2022-10-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,6,126.34,758.04,131.74,109.92,120.97
2022-10-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.41,20.41,19.66,18.79,19.61
2022-10-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.5,35.5,36.57,31.87,35.55
2022-10-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.76,48.76,50.96,44.58,50.39
2022-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,111.95,1343.4,87.11,110.53,100.39
2022-10-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.61,1366.1,119.49,113.96,123.45
2022-10-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.18,252.54,78.98,80.78,89.36
2022-10-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.04,146.08,79.54,70.09,75.16
2022-10-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.57,71.14,38.35,32.6,33.65
2022-10-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.95,131.9,64.24,60.47,68.95
2022-10-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.29,138.58,76.27,65.55,68.98
2022-10-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.14,130.28,68.88,62.68,62.64
2022-10-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,1,406.66,406.66,375.82,338.61,366.13
2022-10-27,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,177.46,354.92,176.64,154.36,167.35
2022-10-27,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.24,135.72,45.42,42.31,46.06
2022-10-27,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,56.26,168.78,56.77,51.12,55.54
2022-10-27,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.92,49.84,24.95,21.84,23.15
2022-10-27,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.88,79.76,41.8,35.0,38.77
2022-10-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,153.56,460.68,142.96,149.19,134.07
2022-10-27,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,835.49,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-10-27,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.83,195.66,93.43,87.72,101.36
2022-10-27,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,71.13,142.26,74.74,62.5,68.33
2022-10-27,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,109.01,218.02,113.67,104.35,108.19
2022-10-27,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,1,80.0,80.0,81.54,75.72,78.54
2022-10-27,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,6,130.55,783.3,129.1,113.5,119.6
2022-10-27,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.73,19.73,19.22,18.93,20.91
2022-10-27,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.26,34.26,34.0,33.44,36.85
2022-10-27,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.53,49.53,53.6,45.8,51.67
2022-10-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,115.47,1385.64,86.76,113.52,99.83
2022-10-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,133.93,5143.851499999984,118.07,111.06,124.66
2022-10-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,85.18,170.36,81.77,75.35,79.56
2022-10-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.82,153.64,76.1,67.81,73.17
2022-10-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.34,103.02,34.28,31.95,36.43
2022-10-28,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.15,130.3,67.89,56.83,62.74
2022-10-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.58,143.16,69.18,67.19,68.76
2022-10-28,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.83,129.66,63.63,61.35,66.07
2022-10-28,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,388.19,776.38,383.51,339.65,365.99
2022-10-28,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,176.78,353.56,185.05,155.44,167.02
2022-10-28,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,46.18,138.54,42.95,38.52,45.39
2022-10-28,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.82,164.46,54.73,52.88,57.79
2022-10-28,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.93,74.79,23.92,23.18,23.78
2022-10-28,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,38.87,116.61,40.02,37.48,39.99
2022-10-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,151.89,607.56,139.62,149.48,136.92
2022-10-28,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,834.04,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-10-28,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,93.08,186.16,89.99,87.19,89.91
2022-10-28,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.71,139.42,75.44,64.45,69.93
2022-10-28,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.83,225.66,106.02,102.91,109.34
2022-10-28,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.88,157.76,77.35,74.28,74.68
2022-10-28,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.1,645.5,130.39,111.27,123.05
2022-10-28,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.87,39.74,20.37,17.96,19.35
2022-10-28,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.14,35.14,33.17,32.18,34.57
2022-10-28,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.57,48.57,53.29,46.33,51.04
2022-10-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,113.28,5143.851499999984,85.79,112.35,100.36
2022-10-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,137.21,5143.851499999984,116.51,110.29,124.22
2022-10-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,4,86.1,344.4,82.91,78.05,79.29
2022-10-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.02,222.06,73.89,65.15,71.37
2022-10-29,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.81,71.62,35.73,31.45,35.28
2022-10-29,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.63,129.26,65.49,62.3,65.91
2022-10-29,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.31,136.62,68.23,65.95,68.31
